"order_month","customer_state","orders_s","gmv_s","aov_s"
"2017-09-01 00:00:00.000","BA","167","23658.899999999994","141.67005988023948"
"2017-09-01 00:00:00.000","SC","153","25545.12999999999","166.96163398692804"
"2017-04-01 00:00:00.000","BA","84","17863.15","212.65654761904764"
"2017-04-01 00:00:00.000","MS","15","1904.06","126.93733333333333"
"2017-04-01 00:00:00.000","SC","100","11199.0","111.99"
"2017-04-01 00:00:00.000","AL","21","4569.12","217.57714285714286"
"2017-04-01 00:00:00.000","PB","20","2957.37","147.86849999999998"
"2018-05-01 00:00:00.000","GO","136","23905.249999999996","175.7738970588235"
"2018-05-01 00:00:00.000","PR","308","46153.07999999997","149.84766233766226"
"2018-05-01 00:00:00.000","DF","140","25182.599999999995","179.87571428571425"
"2018-05-01 00:00:00.000","PE","102","13584.029999999999","133.17676470588233"
"2018-05-01 00:00:00.000","MA","32","7084.04","221.37625"
"2017-01-01 00:00:00.000","DF","13","1826.6300000000003","140.51000000000002"
"2017-01-01 00:00:00.000","SE","4","263.8","65.95"
"2017-01-01 00:00:00.000","CE","8","894.49","111.81125"
"2017-08-01 00:00:00.000","MG","459","58708.909999999945","127.90612200435717"
"2017-08-01 00:00:00.000","GO","89","13138.93","147.62842696629212"
"2017-08-01 00:00:00.000","PR","220","28439.969999999987","129.27259090909084"
"2017-08-01 00:00:00.000","CE","73","10642.66","145.78986301369864"
"2017-08-01 00:00:00.000","PE","83","12844.55","154.7536144578313"
"2017-08-01 00:00:00.000","RO","14","2236.88","159.77714285714288"
"2017-08-01 00:00:00.000","AP","3","289.78999999999996","96.59666666666665"
"2017-08-01 00:00:00.000","TO","15","2132.5699999999997","142.1713333333333"
"2016-10-01 00:00:00.000","RJ","40","8217.28","205.43200000000002"
"2016-10-01 00:00:00.000","RN","4","728.6899999999999","182.17249999999999"
"2016-10-01 00:00:00.000","PE","6","1249.6000000000001","208.26666666666668"
"2016-10-01 00:00:00.000","PA","4","1087.6","271.9"
"2016-10-01 00:00:00.000","RS","17","2523.5499999999997","148.44411764705882"
"2016-10-01 00:00:00.000","GO","7","904.49","129.21285714285713"
"2016-10-01 00:00:00.000","DF","6","1043.77","173.96166666666667"
"2018-03-01 00:00:00.000","ES","133","17172.77","129.11857142857144"
"2018-03-01 00:00:00.000","BA","235","34965.92999999998","148.7911914893616"
"2018-03-01 00:00:00.000","DF","147","20520.529999999995","139.5954421768707"
"2018-03-01 00:00:00.000","RN","38","7183.93","189.0507894736842"
"2017-12-01 00:00:00.000","AP","4","601.9","150.475"
"2017-02-01 00:00:00.000","AP","2","549.85","274.925"
"2017-07-01 00:00:00.000","AM","5","705.5999999999999","141.11999999999998"
"2018-01-01 00:00:00.000","RR","1","129.0","129.0"
"2018-06-01 00:00:00.000","AM","7","924.7199999999999","132.10285714285712"
"2017-04-01 00:00:00.000","AM","13","836.38","64.33692307692307"
"2018-05-01 00:00:00.000","RR","1","89.9","89.9"
"2017-01-01 00:00:00.000","AC","2","589.6","294.8"
"2017-01-01 00:00:00.000","PB","2","409.79999999999995","204.89999999999998"
"2017-02-01 00:00:00.000","RR","2","50.8","25.4"
"2017-07-01 00:00:00.000","AP","1","259.9","259.9"
"2016-10-01 00:00:00.000","AL","1","49.99","49.99"
"2017-05-01 00:00:00.000","ES","90","12378.53","137.53922222222224"
"2017-05-01 00:00:00.000","AP","4","1220.8899999999999","305.22249999999997"
"2017-05-01 00:00:00.000","MT","37","6731.110000000001","181.9218918918919"
"2017-05-01 00:00:00.000","AM","8","1016.77","127.09625"
"2017-12-01 00:00:00.000","PB","37","5585.56","150.9610810810811"
"2017-12-01 00:00:00.000","ES","108","12189.76","112.86814814814815"
"2017-12-01 00:00:00.000","SP","2295","274951.7400000005","119.80467973856231"
"2017-12-01 00:00:00.000","SC","192","24234.889999999992","126.22338541666663"
"2017-12-01 00:00:00.000","PR","260","29894.53999999998","114.97899999999991"
"2017-12-01 00:00:00.000","RS","278","41904.94999999997","150.73723021582722"
"2017-02-01 00:00:00.000","RJ","230","29970.399999999983","130.30608695652165"
"2017-02-01 00:00:00.000","GO","24","2240.06","93.33583333333333"
"2017-02-01 00:00:00.000","BA","58","6990.780000000001","120.53068965517242"
"2017-02-01 00:00:00.000","SE","12","1861.8200000000002","155.15166666666667"
"2017-02-01 00:00:00.000","RN","8","398.90000000000003","49.862500000000004"
"2017-07-01 00:00:00.000","MT","37","10258.78","277.2643243243243"
"2017-07-01 00:00:00.000","PR","195","24331.09999999999","124.77487179487176"
"2017-07-01 00:00:00.000","MG","435","53758.879999999976","123.583632183908"
"2017-07-01 00:00:00.000","AL","15","2238.94","149.26266666666666"
"2017-07-01 00:00:00.000","AC","5","618.69","123.73800000000001"
"2018-08-01 00:00:00.000","SP","3164","387733.7099999996","122.54542035398218"
"2018-08-01 00:00:00.000","SC","201","32220.929999999986","160.30313432835814"
"2018-08-01 00:00:00.000","PA","43","8928.78","207.64604651162793"
"2018-08-01 00:00:00.000","BA","159","21113.849999999995","132.79150943396223"
"2018-08-01 00:00:00.000","RO","8","2789.78","348.7225"
"2018-08-01 00:00:00.000","RN","20","5236.37","261.8185"
"2018-08-01 00:00:00.000","SE","23","4558.04","198.17565217391305"
"2018-08-01 00:00:00.000","PB","28","7669.63","273.91535714285715"
"2017-06-01 00:00:00.000","BA","103","20109.66999999999","195.2395145631067"
"2017-06-01 00:00:00.000","PI","14","2147.47","153.39071428571427"
"2018-07-01 00:00:00.000","PR","314","45108.94999999996","143.6590764331209"
"2018-07-01 00:00:00.000","MG","644","92328.16000000009","143.3667080745343"
"2018-07-01 00:00:00.000","MT","47","10599.64","225.52425531914892"
"2018-07-01 00:00:00.000","RN","29","8415.43","290.18724137931036"
"2018-07-01 00:00:00.000","PI","32","6933.47","216.6709375"
"2018-07-01 00:00:00.000","AP","6","1350.8400000000001","225.14000000000001"
"2018-07-01 00:00:00.000","SE","26","4319.35","166.12884615384615"
"2018-07-01 00:00:00.000","TO","22","2613.67","118.80318181818183"
"2018-02-01 00:00:00.000","PR","335","44752.10999999997","133.5883880597014"
"2018-02-01 00:00:00.000","DF","170","21145.479999999992","124.38517647058819"
"2018-02-01 00:00:00.000","MG","790","106746.23000000021","135.12181012658255"
"2018-02-01 00:00:00.000","GO","146","17702.229999999996","121.24815068493147"
"2018-02-01 00:00:00.000","AL","27","4593.07","170.1137037037037"
"2018-02-01 00:00:00.000","MA","55","9877.81","179.59654545454543"
"2018-02-01 00:00:00.000","MS","64","8593.19","134.26859375"
"2018-02-01 00:00:00.000","PA","57","8921.710000000001","156.52122807017545"
"2018-02-01 00:00:00.000","AM","8","2028.62","253.5775"
"2018-02-01 00:00:00.000","AC","3","201.83","67.27666666666667"
"2018-01-01 00:00:00.000","RJ","850","117268.05000000022","137.96241176470613"
"2018-01-01 00:00:00.000","PR","371","43998.59999999996","118.59460916442038"
"2018-01-01 00:00:00.000","MA","55","8706.52","158.30036363636364"
"2018-01-01 00:00:00.000","AL","36","5009.28","139.14666666666665"
"2018-01-01 00:00:00.000","RN","42","5527.85","131.6154761904762"
"2017-11-01 00:00:00.000","MT","73","11381.71","155.91383561643835"
"2017-11-01 00:00:00.000","SP","2899","350790.17999999964","121.00385650224203"
"2017-11-01 00:00:00.000","BA","243","28819.039999999994","118.59687242798351"
"2017-11-01 00:00:00.000","ES","168","23858.75999999999","142.01642857142852"
"2017-11-01 00:00:00.000","DF","157","26406.159999999996","168.192101910828"
"2017-11-01 00:00:00.000","SE","26","5579.25","214.58653846153845"
"2017-11-01 00:00:00.000","PE","125","19599.239999999998","156.79391999999999"
"2017-11-01 00:00:00.000","AL","26","5936.259999999998","228.31769230769225"
"2017-11-01 00:00:00.000","RN","41","8215.66","200.3819512195122"
"2017-11-01 00:00:00.000","TO","17","2336.0600000000004","137.41529411764708"
"2018-06-01 00:00:00.000","SP","2738","340596.9399999999","124.39625273922567"
"2018-06-01 00:00:00.000","RS","304","44093.82999999998","145.04549342105256"
"2018-06-01 00:00:00.000","PR","306","42211.85999999997","137.9472549019607"
"2018-06-01 00:00:00.000","RN","35","6493.46","185.52742857142857"
"2018-06-01 00:00:00.000","DF","147","19246.82","130.93074829931973"
"2018-06-01 00:00:00.000","MA","41","5909.48","144.13365853658536"
"2018-06-01 00:00:00.000","CE","72","16240.419999999998","225.56138888888887"
"2018-06-01 00:00:00.000","RO","11","1921.57","174.68818181818182"
"2018-04-01 00:00:00.000","PR","381","65914.87999999999","173.00493438320208"
"2018-04-01 00:00:00.000","GO","132","18838.669999999995","142.71719696969694"
"2018-04-01 00:00:00.000","RN","32","6001.74","187.554375"
"2018-04-01 00:00:00.000","AM","6","667.79","111.29833333333333"
"2017-03-01 00:00:00.000","RJ","370","53373.909999999945","144.25381081081068"
"2017-03-01 00:00:00.000","ES","47","4932.91","104.95553191489361"
"2017-03-01 00:00:00.000","MS","19","6452.55","339.6078947368421"
"2017-03-01 00:00:00.000","AM","5","631.3900000000001","126.27800000000002"
"2017-03-01 00:00:00.000","AL","10","1174.79","117.479"
"2017-10-01 00:00:00.000","PR","198","32639.40999999999","164.84550505050498"
"2017-10-01 00:00:00.000","BA","158","23319.91999999999","147.59443037974677"
"2017-10-01 00:00:00.000","TO","13","2808.8499999999995","216.06538461538457"
"2017-10-01 00:00:00.000","AL","28","5344.36","190.86999999999998"
"2017-10-01 00:00:00.000","MT","50","10749.01","214.9802"
"2017-10-01 00:00:00.000","DF","92","12634.499999999998","137.3315217391304"
"2017-10-01 00:00:00.000","RO","13","1609.97","123.84384615384616"
"2017-10-01 00:00:00.000","AM","3","70.88","23.626666666666665"
"2017-09-01 00:00:00.000","SP","1576","211451.3000000004","134.169606598985"
"2017-09-01 00:00:00.000","DF","94","13200.000000000002","140.42553191489364"
"2017-09-01 00:00:00.000","RN","23","3320.04","144.3495652173913"
"2017-09-01 00:00:00.000","PE","74","13009.619999999999","175.80567567567567"
"2017-09-01 00:00:00.000","CE","74","16652.93","225.0395945945946"
"2017-09-01 00:00:00.000","ES","93","11235.95","120.81666666666668"
"2017-09-01 00:00:00.000","MS","32","4902.71","153.2096875"
"2017-09-01 00:00:00.000","PB","25","4989.389999999999","199.57559999999998"
"2017-09-01 00:00:00.000","SE","16","2815.29","175.955625"
"2017-09-01 00:00:00.000","AL","19","4305.39","226.59947368421055"
"2017-09-01 00:00:00.000","AP","2","364.6","182.3"
"2017-09-01 00:00:00.000","AM","9","1163.28","129.25333333333333"
"2017-04-01 00:00:00.000","MG","266","39224.36999999998","147.46003759398488"
"2017-04-01 00:00:00.000","SP","873","123445.7100000003","141.40402061855704"
"2017-04-01 00:00:00.000","MA","25","3048.42","121.9368"
"2017-04-01 00:00:00.000","ES","45","5420.300000000001","120.45111111111113"
"2017-04-01 00:00:00.000","SE","13","2595.17","199.62846153846155"
"2017-04-01 00:00:00.000","RN","10","1243.87","124.38699999999999"
"2017-04-01 00:00:00.000","PI","11","2138.0299999999997","194.36636363636362"
"2018-05-01 00:00:00.000","MG","751","101778.35000000012","135.5237683089216"
"2018-05-01 00:00:00.000","RS","350","50501.54999999996","144.29014285714274"
"2018-05-01 00:00:00.000","RO","17","2255.24","132.66117647058823"
"2018-05-01 00:00:00.000","MS","44","9923.06","225.5240909090909"
"2018-05-01 00:00:00.000","RN","22","4233.0199999999995","192.40999999999997"
"2018-05-01 00:00:00.000","AL","19","3657.0900000000006","192.4784210526316"
"2018-05-01 00:00:00.000","TO","16","2739.99","171.249375"
"2017-01-01 00:00:00.000","MG","102","15753.85","154.4495098039216"
"2017-01-01 00:00:00.000","RJ","91","12048.100000000002","132.39670329670332"
"2017-01-01 00:00:00.000","RO","3","682.19","227.39666666666668"
"2017-01-01 00:00:00.000","SP","283","39614.73999999996","139.9814134275617"
"2017-01-01 00:00:00.000","BA","24","3788.02","157.83416666666668"
"2017-01-01 00:00:00.000","PR","62","5049.63","81.44564516129033"
"2017-01-01 00:00:00.000","PI","7","1250.8500000000001","178.69285714285715"
"2017-01-01 00:00:00.000","PA","10","1258.37","125.83699999999999"
"2017-01-01 00:00:00.000","MT","9","1653.74","183.7488888888889"
