"order_month","month_index","sort_in_month","sort_key","stage","component","amount","is_total"
"2018-01-01 00:00:00.000","15","3","153","End","AOV","130.80280096194485","true"
"2018-02-01 00:00:00.000","16","3","163","End","AOV","126.07736536994513","true"
"2018-03-01 00:00:00.000","17","3","173","End","AOV","136.13540625446075","true"
"2018-04-01 00:00:00.000","18","3","183","End","AOV","143.2088982053529","true"
"2018-05-01 00:00:00.000","19","3","193","End","AOV","144.84289376203716","true"
"2018-06-01 00:00:00.000","20","3","203","End","AOV","140.36364322019872","true"
"2018-07-01 00:00:00.000","21","3","213","End","AOV","140.92441305406592","true"
"2018-08-01 00:00:00.000","22","3","223","End","AOV","132.0385199181218","true"
"2016-10-01 00:00:00.000","1","1","11","LFL","LFL","-22.396261530398316","false"
"2016-12-01 00:00:00.000","2","1","21","LFL","LFL","-21.214285714285715","false"
"2017-01-01 00:00:00.000","3","1","31","LFL","LFL","-625.1358576637228","false"
"2017-02-01 00:00:00.000","4","1","41","LFL","LFL","-8.225086650100458","false"
"2017-03-01 00:00:00.000","5","1","51","LFL","LFL","0.05906179793081634","false"
"2017-04-01 00:00:00.000","6","1","61","LFL","LFL","5.463652942845167","false"
"2017-05-01 00:00:00.000","7","1","71","LFL","LFL","-6.109159034603556","false"
"2017-06-01 00:00:00.000","8","1","81","LFL","LFL","-3.852641330162394","false"
"2017-07-01 00:00:00.000","9","1","91","LFL","LFL","-11.61281446708681","false"
"2017-08-01 00:00:00.000","10","1","101","LFL","LFL","-7.175612581031593","false"
"2017-09-01 00:00:00.000","11","1","111","LFL","LFL","13.50783498279305","false"
"2017-10-01 00:00:00.000","12","1","121","LFL","LFL","0.9620386367584288","false"
"2017-11-01 00:00:00.000","13","1","131","LFL","LFL","-0.6287256951367888","false"
"2017-12-01 00:00:00.000","14","1","141","LFL","LFL","-6.078464362222988","false"
"2018-01-01 00:00:00.000","15","1","151","LFL","LFL","0.7792724358144922","false"
"2018-02-01 00:00:00.000","16","1","161","LFL","LFL","-5.2007858993473715","false"
"2018-03-01 00:00:00.000","17","1","171","LFL","LFL","5.834133957375147","false"
"2018-04-01 00:00:00.000","18","1","181","LFL","LFL","2.146308512754749","false"
"2018-05-01 00:00:00.000","19","1","191","LFL","LFL","2.9173161643674788","false"
"2018-06-01 00:00:00.000","20","1","201","LFL","LFL","-3.7273665795431357","false"
"2018-07-01 00:00:00.000","21","1","211","LFL","LFL","-1.856268303855491","false"
"2018-08-01 00:00:00.000","22","1","221","LFL","LFL","-5.841070988770856","false"
