"order_month","state","orders","gmv","aov","gmv_share"
"2017-12-01 00:00:00.000","SC","192","24234.889999999992","126.22338541666663","0.03337986518219637"
"2017-12-01 00:00:00.000","DF","129","16829.679999999997","130.4626356589147","0.023180317693189723"
"2017-12-01 00:00:00.000","GO","125","15674.929999999998","125.39943999999998","0.02158982566623432"
"2017-12-01 00:00:00.000","PE","101","15670.619999999997","155.1546534653465","0.021583889298504355"
"2018-01-01 00:00:00.000","SP","2975","368611.4299999997","123.90300168067216","0.3986518393545627"
"2018-01-01 00:00:00.000","RJ","850","117268.05000000022","137.96241176470613","0.12682494362701383"
"2018-01-01 00:00:00.000","MG","846","113543.88000000021","134.2126241134754","0.12279726814074612"
"2018-01-01 00:00:00.000","Others","697","107176.58999999998","153.76842180774747","0.11591106857226284"
"2018-01-01 00:00:00.000","RS","367","46214.289999999964","125.92449591280645","0.0499805763292939"
"2018-01-01 00:00:00.000","PR","371","43998.59999999996","118.59460916442038","0.04758431614295211"
"2018-01-01 00:00:00.000","SC","311","37192.629999999976","119.59045016077162","0.04022368584700071"
"2018-01-01 00:00:00.000","BA","228","36395.139999999985","159.6278070175438","0.03936120348890653"
"2018-01-01 00:00:00.000","ES","145","20095.42","138.58910344827586","0.02173311919709726"
"2018-01-01 00:00:00.000","DF","135","17435.68","129.15318518518518","0.018856620649005833"
"2018-01-01 00:00:00.000","GO","144","16713.289999999997","116.06451388888887","0.018075358651158006"
"2018-02-01 00:00:00.000","SP","2632","307829.1500000003","116.95636398176303","0.3724773958304609"
"2018-02-01 00:00:00.000","RJ","879","110517.97000000016","125.73147895335627","0.13372822443251078"
"2018-02-01 00:00:00.000","MG","790","106746.23000000021","135.12181012658255","0.12916436849830323"
"2018-02-01 00:00:00.000","Others","629","90920.54999999999","144.54777424483305","0.1100150836640168"
"2018-02-01 00:00:00.000","RS","363","46360.009999999966","127.7135261707988","0.05609623323676168"
"2018-02-01 00:00:00.000","PR","335","44752.10999999997","133.5883880597014","0.05415065269393201"
"2018-02-01 00:00:00.000","SC","254","31886.249999999978","125.53641732283457","0.03858278971565563"
"2018-02-01 00:00:00.000","BA","208","31583.019999999982","151.84144230769223","0.03821587735294512"
"2018-02-01 00:00:00.000","DF","170","21145.479999999992","124.38517647058819","0.025586314109580215"
"2018-02-01 00:00:00.000","GO","146","17702.23","121.2481506849315","0.021419935476519537"
"2018-02-01 00:00:00.000","ES","149","16994.129999999997","114.05456375838925","0.020563124989314053"
"2018-03-01 00:00:00.000","SP","2971","377034.3399999996","126.90486031639166","0.3954810596773239"
"2018-03-01 00:00:00.000","MG","856","114857.97000000018","134.17987149532732","0.12047749201833019"
"2018-03-01 00:00:00.000","RJ","864","113062.84000000011","130.85976851851865","0.11859453378524569"
"2018-03-01 00:00:00.000","Others","707","109704.28999999998","155.16872701555866","0.11507166392416267"
"2018-03-01 00:00:00.000","RS","407","56068.39999999995","137.76019656019645","0.05881159325278453"
"2018-03-01 00:00:00.000","PR","369","49983.30999999997","135.45612466124652","0.052428785147210166"
"2018-03-01 00:00:00.000","SC","247","36300.359999999986","146.96502024291493","0.038076385401574694"
"2018-03-01 00:00:00.000","BA","235","34965.92999999998","148.7911914893616","0.03667666730039268"
"2018-03-01 00:00:00.000","PE","107","22702.389999999992","212.17186915887842","0.02381312337334548"
"2018-03-01 00:00:00.000","DF","147","20520.529999999995","139.5954421768707","0.02152451405232829"
"2018-03-01 00:00:00.000","CE","93","18155.89","195.22462365591397","0.01904418206730171"
"2018-04-01 00:00:00.000","SP","3002","391246.9899999996","130.32877748167874","0.401883194454957"
"2018-04-01 00:00:00.000","RJ","807","119055.34000000017","147.52830235439922","0.12229190659363576"
"2018-04-01 00:00:00.000","MG","778","109851.50000000015","141.1973007712084","0.11283785655620972"
"2018-04-01 00:00:00.000","Others","636","108368.14999999998","170.3901729559748","0.1113141810986814"
"2018-04-01 00:00:00.000","PR","381","65914.87999999999","173.00493438320208","0.06770680213160281"
"2018-04-01 00:00:00.000","RS","345","50165.44999999996","145.40710144927525","0.051529217636333585"
"2018-04-01 00:00:00.000","SC","245","44555.85999999997","181.86065306122438","0.04576712870938087"
"2018-04-01 00:00:00.000","BA","216","30278.849999999988","140.17986111111105","0.031101992535258825"
"2018-04-01 00:00:00.000","GO","132","18838.67","142.71719696969694","0.01935080670878202"
"2018-04-01 00:00:00.000","DF","146","18186.79","124.56705479452056","0.018681205092674263"
"2018-04-01 00:00:00.000","PE","110","17071.609999999993","155.1964545454545","0.017535708482483644"
"2018-05-01 00:00:00.000","SP","3138","424628.3599999996","135.31815168897373","0.4343825549295345"
"2018-05-01 00:00:00.000","RJ","816","124102.1000000002","152.08590686274533","0.12695286596053246"
"2018-05-01 00:00:00.000","MG","751","101778.35000000011","135.52376830892157","0.10411631410938374"
"2018-05-01 00:00:00.000","Others","515","91966.12","178.57499029126214","0.09407868605986702"
"2018-05-01 00:00:00.000","RS","350","50501.54999999996","144.29014285714274","0.051661627868900786"
"2018-05-01 00:00:00.000","PR","308","46153.07999999997","149.84766233766226","0.047213268582124865"
"2018-05-01 00:00:00.000","SC","226","35703.99999999998","157.98230088495566","0.03652416136596271"
"2018-05-01 00:00:00.000","BA","237","34970.43999999999","147.5545991561181","0.03577375066095444"
"2018-05-01 00:00:00.000","DF","140","25182.59999999999","179.87571428571422","0.025761072877394486"
"2018-05-01 00:00:00.000","GO","136","23905.249999999996","175.7738970588235","0.024454380699464498"
"2018-05-01 00:00:00.000","ES","132","18652.839999999997","141.3093939393939","0.01908131688588069"
"2018-06-01 00:00:00.000","SP","2738","340596.9399999999","124.39625273922567","0.39785743320122763"
"2018-06-01 00:00:00.000","MG","714","105757.72000000013","148.12005602240916","0.12353750160061391"
"2018-06-01 00:00:00.000","Others","585","103253.12000000001","176.50105982905984","0.12061183313396286"
"2018-06-01 00:00:00.000","RJ","707","100123.8900000001","141.61794908062248","0.11695652309008447"
"2018-06-01 00:00:00.000","RS","304","44093.82999999998","145.04549342105256","0.051506798692352564"
"2018-06-01 00:00:00.000","PR","306","42211.85999999997","137.9472549019607","0.0493084355668303"
"2018-06-01 00:00:00.000","BA","198","34709.57999999999","175.30090909090902","0.04054488688680722"
"2018-06-01 00:00:00.000","SC","205","32740.719999999987","159.71082926829263","0.03824502598396831"
"2018-06-01 00:00:00.000","DF","147","19246.82","130.93074829931973","0.02248255783650333"
"2018-06-01 00:00:00.000","ES","123","17102.96","139.04845528455283","0.019978276275010778"
"2018-06-01 00:00:00.000","CE","72","16240.419999999998","225.56138888888887","0.01897072773263871"
"2018-07-01 00:00:00.000","SP","2715","321647.25000000006","118.4704419889503","0.3705812175689696"
"2018-07-01 00:00:00.000","Others","619","122663.71999999999","198.16432956381257","0.1413252272765869"
"2018-07-01 00:00:00.000","RJ","696","97033.40000000005","139.41580459770123","0.11179562553964591"
"2018-07-01 00:00:00.000","MG","644","92328.16000000009","143.3667080745343","0.10637455146500605"
"2018-07-01 00:00:00.000","PR","314","45108.94999999996","143.6590764331209","0.051971622994624565"
"2018-07-01 00:00:00.000","BA","245","41869.00999999998","170.89391836734686","0.04823877307891597"
"2018-07-01 00:00:00.000","RS","308","39333.13999999998","127.70499999999993","0.04531710720987271"
"2018-07-01 00:00:00.000","SC","195","30923.989999999987","158.58456410256403","0.03562862690817545"
"2018-07-01 00:00:00.000","ES","122","30001.359999999997","245.91278688524588","0.03456563212502199"
"2018-07-01 00:00:00.000","PE","136","24359.039999999997","179.1105882352941","0.02806491490914731"
"2018-07-01 00:00:00.000","DF","165","22685.43999999999","137.4875151515151","0.0261367009240334"
"2018-08-01 00:00:00.000","SP","3164","387733.7099999996","122.54542035398218","0.4623712270353724"
"2018-08-01 00:00:00.000","MG","700","95308.39000000009","136.154842857143","0.11365495466222399"
"2018-08-01 00:00:00.000","RJ","723","93770.55000000008","129.69647302904573","0.11182108530950745"
"2018-08-01 00:00:00.000","Others","421","72726.71","172.7475296912114","0.08672637243985241"
"2018-08-01 00:00:00.000","RS","293","42844.46999999997","146.2268600682593","0.05109189542890199"
"2018-08-01 00:00:00.000","PR","327","38500.39999999997","117.7382262996941","0.04591160564644394"
"2018-08-01 00:00:00.000","SC","201","32220.929999999986","160.30313432835814","0.038423357464381545"
"2018-08-01 00:00:00.000","BA","159","21113.849999999995","132.79150943396223","0.02517819957398289"
"2018-08-01 00:00:00.000","DF","143","19881.6","139.03216783216783","0.023708745333044342"
"2018-08-01 00:00:00.000","GO","117","18028.989999999998","154.0939316239316","0.02149951374748527"
"2018-08-01 00:00:00.000","ES","103","16447.04","159.68","0.019613043358803803"
