"order_month","main_category","orders_c","gmv_c","aov_c"
"2018-02-01 00:00:00.000","perfumaria","192","20256.209999999992","105.50109374999995"
"2018-02-01 00:00:00.000","moveis_decoracao","327","37693.39999999998","115.27033639143724"
"2018-02-01 00:00:00.000","informatica_acessorios","790","100067.00000000012","126.66708860759509"
"2018-02-01 00:00:00.000","ferramentas_jardim","229","26751.129999999994","116.81716157205237"
"2018-02-01 00:00:00.000","eletrodomesticos","47","5542.450000000001","117.9244680851064"
"2018-02-01 00:00:00.000","eletroportateis","30","5245.160000000001","174.83866666666668"
"2018-02-01 00:00:00.000","fashion_bolsas_e_acessorios","102","9813.93","96.215"
"2018-02-01 00:00:00.000","casa_construcao","31","5225.9","168.5774193548387"
"2018-02-01 00:00:00.000","malas_acessorios","43","6423.55","149.38488372093025"
"2018-02-01 00:00:00.000","casa_conforto","20","3071.76","153.58800000000002"
"2018-02-01 00:00:00.000","tablets_impressao_imagem","12","694.97","57.91416666666667"
"2018-02-01 00:00:00.000","eletrodomesticos_2","21","8998.83","428.5157142857143"
"2018-02-01 00:00:00.000","construcao_ferramentas_ferramentas","11","1318.1999999999998","119.83636363636361"
"2018-02-01 00:00:00.000","livros_tecnicos","23","1411.21","61.35695652173913"
"2018-07-01 00:00:00.000","alimentos","58","3314.6799999999994","57.14965517241378"
"2018-07-01 00:00:00.000","relogios_presentes","506","95252.34000000003","188.24573122529648"
"2018-07-01 00:00:00.000","pet_shop","138","19343.849999999995","140.1728260869565"
"2018-07-01 00:00:00.000","brinquedos","147","17150.939999999995","116.67306122448976"
"2018-07-01 00:00:00.000","utilidades_domesticas","456","62123.27999999997","136.23526315789468"
"2018-07-01 00:00:00.000","casa_conforto","22","2828.5799999999995","128.57181818181814"
"2018-07-01 00:00:00.000","portateis_casa_forno_e_cafe","14","4699.67","335.6907142857143"
"2018-07-01 00:00:00.000","consoles_games","49","8519.11","173.85938775510206"
"2018-07-01 00:00:00.000","construcao_ferramentas_jardim","19","1922.6599999999999","101.19263157894736"
"2018-07-01 00:00:00.000","flores","2","47.989999999999995","23.994999999999997"
"2018-07-01 00:00:00.000","bebidas","15","1416.17","94.41133333333333"
"2018-07-01 00:00:00.000","artes_e_artesanato","9","644.77","71.64111111111112"
"2018-06-01 00:00:00.000","automotivo","265","44982.88999999998","169.74675471698106"
"2018-06-01 00:00:00.000","ferramentas_jardim","147","18153.809999999998","123.49530612244897"
"2018-06-01 00:00:00.000","audio","19","1830.69","96.3521052631579"
"2018-06-01 00:00:00.000","eletrodomesticos","65","5830.38","89.69815384615384"
"2018-06-01 00:00:00.000","moveis_sala","26","3486.62","134.10076923076923"
"2018-06-01 00:00:00.000","alimentos","24","1371.18","57.1325"
"2018-06-01 00:00:00.000","climatizacao","9","3567.9","396.43333333333334"
"2018-06-01 00:00:00.000","malas_acessorios","36","5109.88","141.94111111111113"
"2018-06-01 00:00:00.000","sinalizacao_e_seguranca","18","5863.180000000001","325.7322222222223"
"2018-06-01 00:00:00.000","telefonia_fixa","15","2080.3199999999997","138.688"
"2018-06-01 00:00:00.000","agro_industria_e_comercio","10","3515.8","351.58000000000004"
"2018-06-01 00:00:00.000","moveis_cozinha_area_de_servico_jantar_e_jardim","21","3589.33","170.9204761904762"
"2018-06-01 00:00:00.000","pcs","8","13127.0","1640.875"
"2018-06-01 00:00:00.000","musica","3","109.08000000000001","36.36000000000001"
"2016-10-01 00:00:00.000","market_place","5","915.29","183.058"
"2016-10-01 00:00:00.000","industria_comercio_e_negocios","3","359.6","119.86666666666667"
"2016-10-01 00:00:00.000","telefonia","7","228.28999999999996","32.61285714285714"
"2016-10-01 00:00:00.000","informatica_acessorios","12","669.02","55.751666666666665"
"2016-10-01 00:00:00.000","cool_stuff","7","1046.1","149.44285714285712"
"2018-01-01 00:00:00.000","eletronicos","319","15884.280000000006","49.79398119122259"
"2018-01-01 00:00:00.000","beleza_saude","562","71454.59999999996","127.14341637010669"
"2018-01-01 00:00:00.000","informatica_acessorios","571","80392.87000000001","140.79311733800353"
"2018-01-01 00:00:00.000","artes","19","2640.67","138.98263157894738"
"2018-01-01 00:00:00.000","casa_construcao","27","5947.68","220.28444444444446"
"2018-01-01 00:00:00.000","brinquedos","154","21507.269999999997","139.6575974025974"
"2018-01-01 00:00:00.000","alimentos","18","829.5600000000001","46.08666666666667"
"2018-01-01 00:00:00.000","pet_shop","76","10796.060000000001","142.0534210526316"
"2018-01-01 00:00:00.000","audio","25","3820.2799999999997","152.81119999999999"
"2018-01-01 00:00:00.000","alimentos_bebidas","10","341.17","34.117000000000004"
"2018-01-01 00:00:00.000","eletrodomesticos_2","12","8630.1","719.1750000000001"
"2018-01-01 00:00:00.000","casa_conforto","16","2940.2599999999998","183.76624999999999"
"2018-01-01 00:00:00.000","moveis_sala","21","2208.11","105.14809523809524"
"2018-01-01 00:00:00.000","agro_industria_e_comercio","15","5853.4400000000005","390.2293333333334"
"2018-01-01 00:00:00.000","construcao_ferramentas_iluminacao","6","2392.99","398.83166666666665"
"2018-01-01 00:00:00.000","fraldas_higiene","1","125.0","125.0"
"2018-03-01 00:00:00.000","perfumaria","180","20045.579999999994","111.3643333333333"
"2018-03-01 00:00:00.000","cool_stuff","239","37876.209999999985","158.47786610878654"
"2018-03-01 00:00:00.000","","123","16697.069999999992","135.7485365853658"
"2018-03-01 00:00:00.000","market_place","16","1574.92","98.4325"
"2018-03-01 00:00:00.000","construcao_ferramentas_iluminacao","12","2536.7000000000003","211.39166666666668"
"2018-03-01 00:00:00.000","artigos_de_festas","5","913.9","182.78"
"2018-03-01 00:00:00.000","livros_interesse_geral","33","1691.94","51.27090909090909"
"2018-03-01 00:00:00.000","fraldas_higiene","1","125.0","125.0"
"2018-03-01 00:00:00.000","sinalizacao_e_seguranca","7","921.9","131.7"
"2018-03-01 00:00:00.000","casa_conforto_2","1","34.99","34.99"
"2018-03-01 00:00:00.000","bebidas","19","943.7","49.66842105263158"
"2018-03-01 00:00:00.000","cine_foto","5","657.8","131.56"
"2017-08-01 00:00:00.000","industria_comercio_e_negocios","3","956.9","318.96666666666664"
"2017-06-01 00:00:00.000","casa_conforto_2","1","12.9","12.9"
"2017-02-01 00:00:00.000","eletrodomesticos","7","740.9","105.84285714285714"
"2017-05-01 00:00:00.000","artes_e_artesanato","1","41.86","41.86"
"2017-05-01 00:00:00.000","la_cuisine","1","193.0","193.0"
"2017-05-01 00:00:00.000","casa_construcao","5","1620.5","324.1"
"2017-12-01 00:00:00.000","dvds_blu_ray","1","119.9","119.9"
"2017-01-01 00:00:00.000","market_place","5","414.14","82.828"
"2018-05-01 00:00:00.000","pcs","6","8699.920000000002","1449.986666666667"
"2018-05-01 00:00:00.000","portateis_cozinha_e_preparadores_de_alimentos","2","1958.0","979.0"
"2017-11-01 00:00:00.000","fashion_esporte","1","59.9","59.9"
"2017-09-01 00:00:00.000","dvds_blu_ray","2","39.8","19.9"
"2017-09-01 00:00:00.000","moveis_sala","11","1275.87","115.98818181818181"
"2017-09-01 00:00:00.000","tablets_impressao_imagem","3","233.9","77.96666666666667"
"2017-09-01 00:00:00.000","livros_importados","3","290.0","96.66666666666667"
"2018-02-01 00:00:00.000","pc_gamer","1","154.99","154.99"
"2018-02-01 00:00:00.000","artes","11","1216.7099999999998","110.60999999999999"
"2018-02-01 00:00:00.000","fashion_roupa_masculina","3","388.09000000000003","129.36333333333334"
"2018-02-01 00:00:00.000","cine_foto","2","227.99","113.995"
"2018-07-01 00:00:00.000","artigos_de_festas","2","57.5","28.75"
"2018-01-01 00:00:00.000","telefonia_fixa","10","2444.1000000000004","244.41000000000003"
"2018-03-01 00:00:00.000","tablets_impressao_imagem","2","259.29","129.645"
"2017-07-01 00:00:00.000","casa_construcao","1","93.6","93.6"
"2017-07-01 00:00:00.000","casa_conforto_2","1","12.9","12.9"
"2017-06-01 00:00:00.000","dvds_blu_ray","4","126.68999999999998","31.672499999999996"
"2017-02-01 00:00:00.000","fashion_underwear_e_moda_praia","6","396.97","66.16166666666668"
"2017-05-01 00:00:00.000","cine_foto","1","59.0","59.0"
"2017-12-01 00:00:00.000","sinalizacao_e_seguranca","2","770.0","385.0"
"2017-01-01 00:00:00.000","moveis_cozinha_area_de_servico_jantar_e_jardim","1","110.0","110.0"
"2017-03-01 00:00:00.000","industria_comercio_e_negocios","2","238.0","119.0"
"2017-03-01 00:00:00.000","sinalizacao_e_seguranca","1","75.0","75.0"
"2017-04-01 00:00:00.000","alimentos_bebidas","2","47.9","23.95"
"2017-04-01 00:00:00.000","cine_foto","2","118.0","59.0"
"2017-04-01 00:00:00.000","livros_importados","1","32.489999999999995","32.489999999999995"
"2017-09-01 00:00:00.000","portateis_casa_forno_e_cafe","1","640.99","640.99"
"2018-01-01 00:00:00.000","fashion_esporte","1","59.9","59.9"
"2017-06-01 00:00:00.000","agro_industria_e_comercio","1","1390.0","1390.0"
"2017-02-01 00:00:00.000","livros_tecnicos","1","159.0","159.0"
"2017-12-01 00:00:00.000","moveis_quarto","1","185.0","185.0"
"2017-12-01 00:00:00.000","cds_dvds_musicais","1","65.0","65.0"
"2016-10-01 00:00:00.000","eletronicos","1","107.99","107.99"
"2016-10-01 00:00:00.000","alimentos","1","79.9","79.9"
"2017-08-01 00:00:00.000","esporte_lazer","371","40482.97999999997","109.11854447439345"
"2017-08-01 00:00:00.000","cama_mesa_banho","438","56933.03999999996","129.984109589041"
"2017-08-01 00:00:00.000","relogios_presentes","193","36146.04999999999","187.28523316062171"
"2017-08-01 00:00:00.000","moveis_escritorio","46","9888.16","214.96"
"2017-08-01 00:00:00.000","papelaria","73","6262.1100000000015","85.7823287671233"
"2017-08-01 00:00:00.000","malas_acessorios","56","6553.000000000002","117.01785714285718"
"2017-08-01 00:00:00.000","instrumentos_musicais","23","7187.35","312.4934782608696"
"2017-08-01 00:00:00.000","agro_industria_e_comercio","1","88.0","88.0"
"2017-08-01 00:00:00.000","casa_conforto","21","3775.39","179.78047619047618"
"2017-08-01 00:00:00.000","livros_tecnicos","9","1196.38","132.93111111111114"
"2017-08-01 00:00:00.000","construcao_ferramentas_construcao","6","1180.0","196.66666666666666"
"2017-08-01 00:00:00.000","bebidas","2","119.9","59.95"
"2017-08-01 00:00:00.000","construcao_ferramentas_iluminacao","2","589.0","294.5"
"2017-08-01 00:00:00.000","moveis_cozinha_area_de_servico_jantar_e_jardim","7","1006.2","143.74285714285716"
"2017-08-01 00:00:00.000","tablets_impressao_imagem","6","509.78999999999996","84.96499999999999"
"2017-07-01 00:00:00.000","moveis_decoracao","240","23873.499999999993","99.47291666666663"
"2017-07-01 00:00:00.000","brinquedos","197","24077.629999999983","122.22147208121818"
"2017-07-01 00:00:00.000","casa_conforto","28","3830.65","136.80892857142857"
"2017-07-01 00:00:00.000","utilidades_domesticas","220","20448.01","92.9455"
"2017-07-01 00:00:00.000","ferramentas_jardim","152","18932.79","124.55782894736842"
"2017-07-01 00:00:00.000","beleza_saude","269","34408.34999999997","127.9120817843865"
"2017-07-01 00:00:00.000","eletroportateis","30","3587.23","119.57433333333333"
"2017-07-01 00:00:00.000","pet_shop","69","6599.970000000002","95.65173913043482"
"2017-07-01 00:00:00.000","livros_interesse_geral","12","1292.4","107.7"
"2017-07-01 00:00:00.000","fashion_underwear_e_moda_praia","3","274.8","91.60000000000001"
"2017-07-01 00:00:00.000","audio","6","673.69","112.28166666666668"
"2017-07-01 00:00:00.000","construcao_ferramentas_construcao","5","549.4399999999999","109.88799999999999"
"2017-07-01 00:00:00.000","fashion_calcados","18","1283.02","71.27888888888889"
"2017-07-01 00:00:00.000","bebidas","2","273.97","136.985"
"2017-07-01 00:00:00.000","industria_comercio_e_negocios","2","245.95999999999998","122.97999999999999"
"2017-07-01 00:00:00.000","artigos_de_natal","2","65.09","32.545"
"2017-06-01 00:00:00.000","moveis_sala","12","1713.3000000000002","142.775"
"2017-06-01 00:00:00.000","telefonia","148","6596.730000000001","44.57250000000001"
"2017-06-01 00:00:00.000","climatizacao","9","2084.48","231.60888888888888"
"2017-06-01 00:00:00.000","pc_gamer","1","129.99","129.99"
"2017-06-01 00:00:00.000","malas_acessorios","59","8217.190000000002","139.27440677966106"
"2017-06-01 00:00:00.000","","50","4902.400000000001","98.04800000000002"
"2017-06-01 00:00:00.000","livros_interesse_geral","19","1922.1800000000003","101.16736842105264"
"2017-06-01 00:00:00.000","artes","4","200.3","50.075"
"2017-06-01 00:00:00.000","moveis_quarto","2","308.99","154.495"
"2017-06-01 00:00:00.000","eletrodomesticos_2","6","1213.87","202.31166666666664"
"2017-10-01 00:00:00.000","relogios_presentes","282","64891.529999999984","230.11180851063824"
"2017-10-01 00:00:00.000","beleza_saude","322","40856.98999999996","126.88506211180112"
"2017-10-01 00:00:00.000","perfumaria","175","16877.819999999992","96.44468571428567"
